OrderID,Customer,Product,Category,Price,Quantity,Discount,Revenue,OrderDate,City,PaymentMethod,Rating
ORD1231,Customer_100,Shoes,Fashion,3469.3,2.0,10.0,6244.74,2025-03-01,Nagpur,Credit Card,1
ORD1232,Customer_242,Smartphone,Electronics,30239.91,2.0,5.0,57455.83,2025-03-10,Nagpur,UPI,3
ORD1233,Customer_176,T-Shirt,Fashion,997.96,5.0,0.0,4989.8,2025-10-20,Nagpur,Debit Card,4
ORD1234,Customer_077,Backpack,Accessories,2230.82,2.0,5.0,4238.56,2025-09-11,Pune,Credit Card,3
ORD1235,Customer_125,Backpack,Accessories,2328.8,3.0,5.0,6637.08,2025-06-16,Pune,UPI,3
ORD1236,Customer_102,Backpack,Accessories,2095.12,3.0,10.0,5656.82,2025-02-11,Nagpur,Net Banking,4
ORD1237,Customer_136,Office Chair,Furniture,8870.49,4.0,0.0,35481.96,2025-12-19,Delhi,UPI,4
ORD1238,Customer_172,Jeans,Fashion,1810.29,2.0,10.0,3258.52,2025-01-27,Hyderabad,Credit Card,3
ORD1239,Customer_070,Mouse,Accessories,827.32,2.0,5.0,1571.91,2025-05-10,Nagpur,Cash,2
ORD1240,Customer_116,Mouse,Accessories,,2.0,5.0,1739.64,2025-09-21,Chennai,Cash,2
ORD1241,Customer_249,Smartwatch,Electronics,7400.25,5.0,10.0,33301.12,2025-11-07,Mumbai,UPI,4
ORD1242,Customer_030,Laptop,Electronics,51714.08,4.0,5.0,196513.5,2025-08-25,Nagpur,Cash,3
ORD1243,Customer_108,Office Chair,Furniture,7276.07,4.0,20.0,23283.42,2025-11-17,Pune,Net Banking,4
ORD1244,Customer_204,Mouse,Accessories,834.4,1.0,10.0,750.96,2025-02-07,Bengaluru,Credit Card,5
ORD1245,Customer_105,Coffee Maker,Home Appliances,3718.24,2.0,5.0,7064.66,2025-12-07,Mumbai,Debit Card,1
ORD1246,Customer_151,Desk,Furniture,12035.01,3.0,5.0,34299.78,2025-06-03,Bengaluru,Credit Card,3
ORD1247,Customer_234,Mouse,Accessories,899.18,4.0,15.0,3057.21,2025-01-12,Nagpur,UPI,2
ORD1248,Customer_234,Mouse,Accessories,985.71,3.0,10.0,2661.42,2025-06-07,Chennai,Debit Card,4
ORD1249,Customer_091,Coffee Maker,Home Appliances,3671.96,5.0,0.0,18359.8,2025-05-10,Delhi,Credit Card,4
ORD1250,Customer_054,Smartphone,Electronics,29184.17,1.0,10.0,26265.75,2025-10-16,Bengaluru,UPI,5
ORD1251,Customer_141,Smartwatch,Electronics,6505.0,1.0,15.0,5529.25,2025-04-27,Mumbai,Net Banking,2
ORD1252,Customer_012,Smartwatch,Electronics,5788.57,4.0,0.0,23154.28,2025-10-15,Bengaluru,Net Banking,4
ORD1253,Customer_130,Smartphone,Electronics,26133.12,5.0,0.0,130665.6,2025-03-01,Nagpur,Debit Card,3
ORD1254,Customer_126,Keyboard,Accessories,1951.61,2.0,0.0,3903.22,2025-09-24,Mumbai,Net Banking,1
ORD1255,Customer_156,Backpack,Accessories,2027.86,3.0,0.0,6083.58,2025-07-09,Chennai,Debit Card,4
ORD1256,Customer_124,Laptop,Electronics,55155.47,1.0,0.0,55155.47,2025-11-04,Hyderabad,Cash,4
ORD1257,Customer_116,T-Shirt,Fashion,993.96,2.0,0.0,1987.92,2025-07-10,Chennai,Net Banking,3
ORD1258,Customer_133,Backpack,Accessories,2216.83,5.0,5.0,10529.94,2025-07-02,Mumbai,Debit Card,5
ORD1259,Customer_058,Mouse,Accessories,978.39,5.0,15.0,4158.16,2025-03-06,Hyderabad,Net Banking,2
ORD1260,Customer_173,Smartphone,Electronics,29086.11,5.0,15.0,123615.97,2025-06-09,Bengaluru,UPI,3
ORD1261,Customer_183,Laptop,Electronics,55791.33,5.0,15.0,237113.15,2025-04-27,Mumbai,Cash,2
ORD1262,Customer_233,Smartwatch,Electronics,5999.78,2.0,5.0,11399.58,2025-08-09,Bengaluru,Net Banking,2
ORD1263,Customer_017,Keyboard,Accessories,2046.36,1.0,20.0,1637.09,2025-04-30,Pune,UPI,1
ORD1264,Customer_242,Smartphone,Electronics,27475.87,5.0,5.0,130510.38,2025-11-10,Bengaluru,Net Banking,4
ORD1265,Customer_177,Shoes,Fashion,3195.63,3.0,5.0,9107.55,2025-03-20,Pune,Cash,5
ORD1266,Customer_101,Headphones,Electronics,2204.27,4.0,10.0,,2025-01-08,Hyderabad,UPI,3
ORD1267,Customer_133,Laptop,Electronics,47939.39,3.0,0.0,143818.17,2025-05-28,Hyderabad,Credit Card,4
ORD1268,Customer_028,Shoes,Fashion,3651.92,3.0,10.0,9860.18,2025-02-20,Delhi,Credit Card,5
ORD1269,Customer_224,Keyboard,Accessories,1886.56,2.0,0.0,3773.12,2025-08-08,Pune,UPI,1
ORD1270,Customer_126,Smartphone,Electronics,29405.74,3.0,0.0,88217.22,2025-11-20,Chennai,UPI,1
ORD1271,Customer_164,Desk,Furniture,12109.09,2.0,5.0,23007.27,2025-05-20,Delhi,Credit Card,5
ORD1272,Customer_010,Keyboard,Accessories,2026.96,4.0,0.0,8107.84,09/28/2025,Pune,Credit Card,1
ORD1273,Customer_114,Desk,Furniture,11553.57,4.0,5.0,43903.57,2025-10-05,Bengaluru,Cash,5
ORD1274,Customer_227,T-Shirt,Fashion,818.32,1.0,10.0,736.49,2025-05-02,Chennai,UPI,4
ORD1275,Customer_149,Desk,Furniture,12158.46,5.0,15.0,51673.45,2025-05-06,Chennai,Cash,3
ORD1276,Customer_029,Mouse,Accessories,968.36,,20.0,774.69,2025-09-26,Mumbai,Credit Card,5
ORD1277,Customer_207,Keyboard,Accessories,1922.03,3.0,20.0,4612.87,2025-03-29,Bengaluru,Net Banking,3
ORD1278,Customer_019,Keyboard,Accessories,1848.79,3.0,5.0,5269.05,2025-01-23,Hyderabad,Cash,1
ORD1279,Customer_072,Keyboard,Accessories,1616.44,2.0,10.0,2909.59,2025-05-09,Bengaluru,Net Banking,3
ORD1280,Customer_106,Laptop,Electronics,51335.38,3.0,5.0,146305.83,2025-12-20,Delhi,UPI,2
ORD1281,Customer_169,Keyboard,Accessories,1925.86,3.0,0.0,5777.58,2025-04-22,Hyderabad,UPI,4
ORD1282,Customer_012,Smartwatch,Electronics,5535.2,2.0,15.0,9409.84,2025-07-28,CHENNAI,UPI,2
ORD1283,Customer_223,Keyboard,Accessories,1728.69,3.0,15.0,4408.16,2025-03-11,Delhi,Net Banking,2
ORD1284,Customer_024,Smartwatch,Electronics,6276.48,4.0,10.0,22595.33,2025-08-15,Mumbai,Net Banking,5
ORD1285,Customer_174,Mouse,Accessories,952.82,5.0,0.0,4764.1,2025-09-17,Bengaluru,UPI,5
ORD1286,Customer_003,Smartwatch,Electronics,6309.54,4.0,10.0,22714.34,2025-08-04,Hyderabad,Credit Card,4
ORD1287,Customer_147,Smartwatch,Electronics,5627.97,2.0,10.0,10130.35,2025-06-08,Bengaluru,Cash,3
ORD1288,Customer_109,Laptop,Electronics,57252.1,3.0,0.0,171756.3,2025-03-17,Chennai,Credit Card,5
ORD1289,Customer_228,Mixer,Home Appliances,3841.39,3.0,5.0,10947.96,2025-12-16,Nagpur,UPI,1
ORD1290,Customer_047,Smartphone,Electronics,26919.94,1.0,10.0,24227.95,2025-11-09,Bengaluru,Net Banking,1
ORD1291,Customer_219,Laptop,Electronics,57269.63,,15.0,194716.74,2025-07-17,Nagpur,Cash,3
ORD1292,Customer_061,Backpack,Accessories,2247.44,5.0,0.0,11237.2,2025-05-18,Mumbai,Debit Card,5
ORD1293,Customer_109,Shoes,Fashion,2743.22,5.0,10.0,12344.49,2025-02-20,Hyderabad,Debit Card,2
ORD1294,Customer_064,Headphones,Electronics,2447.24,3.0,5.0,6974.63,2025-02-18,Hyderabad,Credit Card,5
ORD1295,Customer_039,Smartwatch,Electronics,5785.29,4.0,0.0,23141.16,2025-05-09,Pune,Cash,1
ORD1296,Customer_031,Mouse,Accessories,825.81,4.0,0.0,3303.24,2025-03-25,pune,Cash,5
ORD1297,Customer_220,Coffee Maker,Home Appliances,3926.26,2.0,5.0,7459.89,2025-06-12,Nagpur,Cash,2
ORD1298,Customer_044,Mouse,Accessories,880.8,1.0,15.0,748.68,2025-11-25,Hyderabad,Cash,3
ORD1299,Customer_196,Smartwatch,Electronics,6733.41,3.0,0.0,20200.23,2025-06-27,Pune,Debit Card,2
ORD1300,Customer_236,Office Chair,Furniture,8623.22,5.0,0.0,43116.1,2025-05-22,Pune,Net Banking,2
ORD1301,Customer_165,Keyboard,Accessories,1668.53,3.0,10.0,4505.03,2025-11-01,Delhi,Debit Card,1
ORD1302,Customer_161,Keyboard,Accessories,1858.6,1.0,0.0,1858.6,2025-06-27,Hyderabad,Cash,2
ORD1303,Customer_061,Desk,Furniture,13262.22,1.0,10.0,11936.0,2025-03-02,Mumbai,Cash,2
ORD1304,Customer_198,Shoes,Fashion,2784.96,1.0,10.0,2506.46,2025-07-17,Mumbai,UPI,2
ORD1305,,Keyboard,Accessories,1606.12,1.0,10.0,1445.51,2025-05-24,Delhi,Net Banking,4
ORD1306,Customer_099,Office Chair,Furniture,9231.77,4.0,5.0,35080.73,2025-07-11,Delhi,UPI,5
ORD1307,Customer_214,Smartwatch,Electronics,6587.45,4.0,15.0,22397.33,2025-05-23,Hyderabad,Cash,4
ORD1308,Customer_028,Coffee Maker,Home Appliances,3870.88,1.0,10.0,3483.79,2025-01-26,Pune,Credit Card,1
ORD1309,Customer_244,Office Chair,Furniture,8408.03,4.0,10.0,30268.91,2025-08-15,Chennai,Cash,1
ORD1310,Customer_011,Shoes,Fashion,3085.2,3.0,5.0,8792.82,09/25/2025,Mumbai,Cash,4
ORD1311,Customer_137,Desk,Furniture,12279.34,5.0,5.0,58326.86,16-02-2025,Nagpur,Credit Card,2
ORD1312,Customer_080,T-Shirt,Fashion,952.89,-1.0,0.0,3811.56,2025-12-31,Delhi,Debit Card,2
ORD1313,Customer_247,Shoes,Fashion,3664.18,1.0,10.0,3297.76,2025-01-08,hyderabad,Cash,3
ORD1314,Customer_012,Keyboard,Accessories,1767.77,3.0,15.0,4507.81,2025-10-29,Nagpur,UPI,5
ORD1315,Customer_156,Backpack,Accessories,1950.81,5.0,5.0,9266.35,2025-04-12,Mumbai,Debit Card,3
ORD1316,Customer_148,Keyboard,Accessories,1832.27,1.0,0.0,1832.27,03-06-2025,Chennai,Net Banking,3
ORD1317,Customer_178,Jeans,Fashion,1711.89,1.0,15.0,1455.11,2025-05-14,Delhi,Cash,4
ORD1318,Customer_213,Desk,Furniture,11896.2,4.0,5.0,45205.56,2025-08-04,Mumbai,Debit Card,4
ORD1319,Customer_218,T-Shirt,Fashion,906.87,5.0,0.0,4534.35,2025-07-09,Pune,Net Banking,3
ORD1320,Customer_058,Smartwatch,Electronics,7290.45,3.0,5.0,20777.78,2025-03-16,Pune,UPI,5
ORD1321,Customer_212,T-Shirt,Fashion,892.25,,10.0,2409.08,2025-09-29,Mumbai,Credit Card,3
ORD1322,Customer_001,Office Chair,Furniture,7234.73,1.0,10.0,6511.26,2025-09-04,Nagpur,Debit Card,4
ORD1323,Customer_117,Monitor,Electronics,14053.15,5.0,0.0,70265.75,2025-10-29,Bengaluru,Cash,4
ORD1324,Customer_207,Laptop,Electronics,59390.07,3.0,0.0,178170.21,2025-07-29,Delhi,UPI,3
ORD1325,Customer_046,Shoes,Fashion,3258.02,3.0,5.0,9285.36,2025-02-07,Chennai,Cash,5
ORD1326,Customer_078,Office Chair,Furniture,7553.56,3.0,20.0,18128.54,2025-03-25,Pune,UPI,2
ORD1327,Customer_179,Mouse,Accessories,840.61,1.0,5.0,798.58,10/02/2025,pune,Cash,4
ORD1328,Customer_119,Jeans,Fashion,2049.92,1.0,5.0,1947.42,2025-05-01,Bengaluru,Debit Card,4
ORD1329,Customer_168,Coffee Maker,Home Appliances,3845.24,5.0,10.0,17303.58,2025-10-13,Pune,UPI,4
ORD1330,Customer_187,Desk,Furniture,13168.33,5.0,5.0,62549.57,2025-11-30,Chennai,UPI,4
ORD1331,Customer_110,Shoes,Fashion,3586.78,2.0,10.0,6456.2,2025-03-27,Pune,Net Banking,1
ORD1332,Customer_050,Coffee Maker,Home Appliances,4110.77,3.0,20.0,9865.85,2025-09-12,Hyderabad,Net Banking,4
ORD1333,Customer_201,Keyboard,Accessories,1853.45,1.0,10.0,1668.1,2025-11-20,Delhi,UPI,2
ORD1334,Customer_168,Office Chair,Furniture,9662.35,5.0,10.0,43480.58,2025-11-28,Chennai,Cash,1
ORD1335,Customer_021,Headphones,Electronics,2794.39,5.0,0.0,13971.95,2025-11-03,Chennai,Cash,1
ORD1336,Customer_150,Jeans,Fashion,1875.39,4.0,0.0,7501.56,2025-03-17,Hyderabad,Debit Card,4
ORD1337,Customer_001,Smartphone,Electronics,26081.18,3.0,10.0,70419.19,2025-03-13,Nagpur,UPI,2
ORD1338,Customer_211,Laptop,Electronics,47406.14,2.0,20.0,75849.82,2025-12-28,Pune,UPI,5
ORD1339,Customer_084,Jeans,Fashion,1790.3,3.0,5.0,5102.35,2025-11-08,Pune,Net Banking,5
ORD1340,Customer_043,Mouse,Accessories,995.62,1.0,0.0,995.62,2025-12-19,Mumbai,Net Banking,5
ORD1341,Customer_126,Laptop,Electronics,50355.41,2.0,5.0,95675.28,2025-08-21,Pune,Net Banking,1
ORD1342,Customer_167,Desk,Furniture,13145.54,5.0,5.0,62441.32,2025-07-02,Pune,Net Banking,3
ORD1343,Customer_045,Coffee Maker,Home Appliances,4820.95,5.0,20.0,19283.8,2025-01-01,Bengaluru,Debit Card,4
ORD1344,Customer_189,Office Chair,Furniture,9539.41,5.0,5.0,45312.2,2025-08-28,Pune,Net Banking,2
ORD1345,Customer_091,Backpack,Accessories,2499.66,-1.0,0.0,12498.3,2025-06-23,Nagpur,Net Banking,1
ORD1346,Customer_222,Mixer,Home Appliances,,2.0,0.0,7780.36,2025-06-10,Nagpur,Cash,2
ORD1347,Customer_113,Keyboard,Accessories,1595.35,4.0,10.0,5743.26,2025-08-13,Bengaluru,Credit Card,3
ORD1348,Customer_105,Mixer,Home Appliances,3762.34,2.0,10.0,6772.21,2025-07-21,Mumbai,Debit Card,3
ORD1349,Customer_201,Jeans,Fashion,1535.47,2.0,0.0,3070.94,2025-02-08,bengaluru,Debit Card,4
ORD1350,Customer_131,Mouse,Accessories,797.55,2.0,10.0,1435.59,2025-12-16,Mumbai,UPI,1
ORD1351,Customer_045,Coffee Maker,Home Appliances,4240.94,3.0,5.0,12086.68,2025-12-23,Hyderabad,UPI,1
ORD1352,Customer_107,Backpack,Accessories,2409.04,4.0,5.0,9154.35,2025-05-26,Bengaluru,Debit Card,5
ORD1353,Customer_108,Backpack,Accessories,2228.07,2.0,10.0,4010.53,2025-12-20,delhi,Debit Card,4
ORD1354,Customer_250,T-Shirt,Fashion,1012.49,3.0,10.0,2733.72,2025-11-09,Chennai,Cash,4
ORD1355,Customer_165,Laptop,Electronics,55425.91,2.0,0.0,110851.82,2025-01-07,Bengaluru,Net Banking,1
ORD1356,Customer_188,Laptop,Electronics,62369.63,3.0,0.0,187108.89,2025-05-06,Delhi,UPI,1
ORD1357,,Mouse,Accessories,993.73,2.0,15.0,1689.34,2025-07-23,Chennai,UPI,4
ORD1358,Customer_088,Laptop,Electronics,49069.12,,0.0,245345.6,2025-03-08,Delhi,Net Banking,4
ORD1359,Customer_234,Monitor,Electronics,12063.78,3.0,5.0,34381.77,2025-02-20,Mumbai,Debit Card,5
ORD1360,,Mixer,Home Appliances,3487.24,2.0,20.0,5579.58,2025-02-06,Mumbai,Cash,5
ORD1361,Customer_201,Headphones,Electronics,2791.3,4.0,20.0,8932.16,2025-10-12,Hyderabad,Debit Card,4
ORD1362,Customer_233,Laptop,Electronics,53110.95,4.0,20.0,169955.04,2025-11-01,Hyderabad,Credit Card,5
ORD1363,Customer_098,Mouse,Accessories,831.67,3.0,5.0,2370.26,04/19/2025,Delhi,Credit Card,1
ORD1364,Customer_139,Keyboard,Accessories,1714.92,4.0,0.0,6859.68,2025-12-25,Bengaluru,Debit Card,1
ORD1365,Customer_111,T-Shirt,Fashion,922.41,5.0,5.0,4381.45,2025-12-20,Delhi,Cash,3
ORD1366,Customer_214,Jeans,Fashion,,4.0,,7853.38,2025-09-06,Mumbai,Debit Card,5
ORD1367,Customer_101,Backpack,Accessories,2130.79,4.0,15.0,7244.69,2025-06-13,Chennai,Debit Card,3
ORD1368,Customer_246,Keyboard,Accessories,1853.53,5.0,5.0,8804.27,2025-05-29,Chennai,Debit Card,4
ORD1369,Customer_250,Keyboard,Accessories,1958.87,4.0,5.0,7443.71,2025-01-12,Chennai,UPI,3
ORD1370,Customer_096,Headphones,Electronics,2509.68,,5.0,9536.78,2025-03-11,Nagpur,Credit Card,4
ORD1371,Customer_249,Mouse,Accessories,906.06,3.0,10.0,2446.36,2025-08-30,Pune,Debit Card,5
ORD1372,Customer_239,Coffee Maker,Home Appliances,4144.53,4.0,15.0,14091.4,2025-09-17,Nagpur,Net Banking,3
ORD1373,Customer_081,Mixer,Home Appliances,3089.73,4.0,0.0,12358.92,2025-08-13,Delhi,Debit Card,3
ORD1374,,Keyboard,Accessories,1805.63,5.0,20.0,7222.52,2025-04-24,Chennai,Net Banking,3
ORD1375,Customer_021,Headphones,Electronics,2644.4,2.0,10.0,4759.92,2025-07-23,Mumbai,UPI,3
ORD1376,Customer_008,Office Chair,Furniture,8572.87,3.0,20.0,20574.89,2025-10-09,Pune,Debit Card,1
ORD1377,Customer_141,Smartwatch,Electronics,7151.58,-1.0,0.0,7151.58,2025-08-20,Hyderabad,Cash,1
ORD1378,Customer_104,Mixer,Home Appliances,3903.65,3.0,10.0,10539.86,2025-01-23,Pune,Credit Card,4
ORD1379,Customer_003,Coffee Maker,Home Appliances,3600.87,3.0,5.0,10262.48,2025-07-07,Hyderabad,Net Banking,2
ORD1380,Customer_066,Jeans,Fashion,2045.76,3.0,15.0,5216.69,2025-05-25,Nagpur,Credit Card,2
ORD1381,Customer_218,T-Shirt,Fashion,955.91,4.0,0.0,3823.64,2025-01-13,Nagpur,Cash,2
ORD1382,Customer_231,Backpack,Accessories,2134.86,3.0,0.0,6404.58,2025-02-22,Nagpur,UPI,1
ORD1383,Customer_053,Desk,Furniture,10989.39,5.0,10.0,49452.26,2025-10-02,Pune,UPI,1
ORD1384,Customer_200,Backpack,Accessories,2202.04,2.0,10.0,,2025-02-23,Bengaluru,Cash,2
ORD1385,,Coffee Maker,Home Appliances,4153.6,4.0,5.0,15783.68,2025-01-22,Chennai,Cash,5
ORD1386,Customer_159,Shoes,Fashion,3464.33,2.0,5.0,6582.23,2025-10-17,Mumbai,Credit Card,3
ORD1387,Customer_250,Desk,Furniture,12895.12,1.0,0.0,12895.12,2025-12-15,Mumbai,Credit Card,1
ORD1388,Customer_172,Backpack,Accessories,2254.96,1.0,5.0,2142.21,2025-11-16,Hyderabad,Cash,3
ORD1389,Customer_162,Desk,Furniture,11496.84,3.0,10.0,31041.47,2025-04-10,Mumbai,Debit Card,5
ORD1390,Customer_145,Headphones,Electronics,2807.46,4.0,10.0,10106.86,2025-07-05,Nagpur,Credit Card,5
ORD1391,Customer_138,Laptop,Electronics,62097.82,1.0,10.0,55888.04,2025-06-24,Nagpur,Net Banking,5
ORD1392,Customer_011,Shoes,Fashion,3359.73,1.0,5.0,3191.74,2025-09-30,Bengaluru,UPI,1
ORD1393,Customer_042,Keyboard,Accessories,1786.72,3.0,10.0,4824.14,2025-04-11,Chennai,Cash,1
ORD1394,Customer_227,Headphones,Electronics,2468.27,2.0,10.0,4442.89,2025-08-24,Pune,Cash,1
ORD1395,Customer_130,Jeans,Fashion,,5.0,5.0,8335.82,2025-01-16,Pune,UPI,3
ORD1396,Customer_087,Mouse,Accessories,1002.64,1.0,15.0,852.24,2025-06-22,Hyderabad,Credit Card,1
ORD1397,Customer_028,Office Chair,Furniture,9598.56,,10.0,34554.82,2025-11-22,BENGALURU,Cash,5
ORD1398,Customer_235,T-Shirt,Fashion,957.57,1.0,15.0,813.93,2025-08-15,Hyderabad,UPI,1
ORD1399,Customer_053,Mouse,Accessories,976.14,5.0,5.0,4636.66,2025-03-15,Chennai,Net Banking,5
ORD1400,Customer_138,Mouse,Accessories,856.08,1.0,0.0,856.08,2025-06-12,Pune,Debit Card,1
ORD1401,Customer_228,T-Shirt,Fashion,925.69,5.0,5.0,4397.03,2025-07-07,Mumbai,UPI,4
ORD1402,Customer_186,Backpack,Accessories,2380.83,1.0,10.0,2142.75,2025-10-10,Chennai,Net Banking,2
ORD1403,Customer_134,Shoes,Fashion,3087.28,1.0,0.0,3087.28,2025-08-12,Hyderabad,UPI,1
ORD1404,Customer_012,Backpack,Accessories,2211.85,4.0,10.0,7962.66,2025-01-16,Delhi,Net Banking,4
ORD1405,Customer_075,Jeans,Fashion,2056.06,3.0,0.0,6168.18,2025-09-21,Pune,UPI,5
ORD1406,Customer_157,Mouse,Accessories,806.13,3.0,10.0,2176.55,2025-04-08,Mumbai,Cash,5
ORD1407,Customer_090,Mixer,Home Appliances,3037.7,4.0,0.0,12150.8,2025-04-14,Pune,Net Banking,4
ORD1408,Customer_017,Smartphone,Electronics,29214.57,4.0,15.0,99329.54,2025-02-28,Mumbai,Cash,2
ORD1409,Customer_083,Desk,Furniture,12440.69,2.0,5.0,23637.31,2025-09-24,Hyderabad,Net Banking,4
ORD1410,Customer_049,Mixer,Home Appliances,3147.08,3.0,5.0,8969.18,2025-06-24,Bengaluru,Cash,1
ORD1411,Customer_114,Mixer,Home Appliances,3038.66,2.0,10.0,5469.59,2025-01-05,Bengaluru,Cash,1
ORD1412,Customer_155,Shoes,Fashion,2762.78,1.0,20.0,2210.22,2025-08-14,Nagpur,Net Banking,2
ORD1413,Customer_046,Keyboard,Accessories,2049.65,2.0,10.0,3689.37,2025-08-11,Chennai,Debit Card,5
ORD1414,Customer_209,Office Chair,Furniture,7758.42,3.0,10.0,20947.73,2025-08-28,Delhi,Net Banking,2
ORD1415,Customer_016,Shoes,Fashion,3096.18,4.0,20.0,9907.78,2025-03-09,Delhi,Cash,3
ORD1416,Customer_089,Monitor,Electronics,14094.67,4.0,5.0,53559.75,2025-10-01,Delhi,Credit Card,2
ORD1417,Customer_125,Mouse,Accessories,816.33,3.0,10.0,2204.09,2025-12-20,Pune,Debit Card,3
ORD1418,Customer_141,Keyboard,Accessories,2044.56,2.0,15.0,3475.75,2025-12-28,Chennai,Cash,1
ORD1419,Customer_242,Shoes,Fashion,,3.0,20.0,8063.86,2025-12-08,Hyderabad,Cash,1
ORD1420,Customer_156,Keyboard,Accessories,1534.88,5.0,5.0,7290.68,2025-09-12,Delhi,Net Banking,2
ORD1421,Customer_155,T-Shirt,Fashion,813.03,3.0,5.0,2317.14,2025-12-15,Delhi,Cash,5
ORD1422,,Jeans,Fashion,1593.99,1.0,0.0,1593.99,2025-06-04,Mumbai,Debit Card,1
ORD1423,Customer_148,Desk,Furniture,12939.63,1.0,10.0,11645.67,2025-04-27,Chennai,Debit Card,3
ORD1424,Customer_018,Laptop,Electronics,54082.03,2.0,5.0,102755.86,2025-06-22,Bengaluru,Net Banking,4
ORD1425,Customer_001,Keyboard,Accessories,1723.63,4.0,15.0,5860.34,2025-02-27,Mumbai,Net Banking,4
ORD1426,Customer_105,Smartwatch,Electronics,5578.66,3.0,0.0,16735.98,2025-07-12,Pune,Credit Card,5
ORD1427,Customer_056,Desk,Furniture,13621.65,5.0,10.0,61297.42,2025-05-29,Delhi,Cash,2
ORD1428,Customer_247,Headphones,Electronics,2336.87,4.0,5.0,8880.11,2025-11-23,Mumbai,Net Banking,5
ORD1429,Customer_242,Coffee Maker,Home Appliances,4553.26,2.0,15.0,7740.54,2025-04-26,Hyderabad,Net Banking,1
ORD1430,Customer_219,Headphones,Electronics,2570.35,4.0,10.0,9253.26,2025-11-20,Mumbai,Debit Card,5
ORD1431,Customer_189,Laptop,Electronics,53505.3,3.0,15.0,136438.52,2025-06-13,Mumbai,Net Banking,2
ORD1432,Customer_181,Smartwatch,Electronics,5820.61,1.0,5.0,5529.58,2025-09-05,Bengaluru,Net Banking,5
ORD1433,Customer_249,Mixer,Home Appliances,3109.26,1.0,0.0,3109.26,2025-07-07,chennai,Net Banking,1
ORD1434,Customer_003,Monitor,Electronics,-500.0,5.0,5.0,60526.16,2025-06-28,Chennai,Cash,4
ORD1435,Customer_197,T-Shirt,Fashion,825.56,4.0,10.0,2972.02,2025-12-09,Mumbai,Credit Card,5
ORD1436,Customer_126,Desk,Furniture,11110.13,3.0,0.0,33330.39,2025-02-16,Chennai,Cash,5
ORD1437,Customer_247,Mouse,Accessories,924.47,1.0,5.0,878.25,2025-10-14,Mumbai,Credit Card,3
ORD1438,Customer_224,Smartphone,Electronics,30357.31,1.0,5.0,28839.44,2025-01-10,Chennai,UPI,1
ORD1439,Customer_101,Smartwatch,Electronics,7375.96,1.0,0.0,7375.96,2025-04-12,Pune,UPI,1
ORD1440,Customer_194,Headphones,Electronics,2401.96,1.0,5.0,2281.86,2025-04-14,Nagpur,Debit Card,1
ORD1441,Customer_081,Mixer,Home Appliances,3704.33,5.0,15.0,15743.4,2025-09-08,Pune,Net Banking,1
ORD1442,Customer_003,Jeans,Fashion,1645.23,4.0,20.0,5264.74,12/03/2025,Nagpur,UPI,4
ORD1443,Customer_218,Mixer,Home Appliances,3432.09,1.0,5.0,3260.49,2025-09-28,Bengaluru,Cash,2
ORD1444,Customer_078,Laptop,Electronics,47165.69,4.0,0.0,188662.76,2025-11-10,Pune,Credit Card,5
ORD1445,Customer_134,Backpack,Accessories,2025.08,3.0,10.0,5467.72,2025-06-17,Delhi,Net Banking,1
ORD1446,Customer_190,Keyboard,Accessories,1917.97,5.0,20.0,7671.88,2025-05-27,Bengaluru,Debit Card,3
ORD1447,Customer_002,Monitor,Electronics,15296.92,4.0,10.0,55068.91,2025-01-22,Delhi,UPI,5
ORD1448,,Office Chair,Furniture,7863.69,3.0,15.0,20052.41,2025-03-24,Delhi,Credit Card,4
ORD1449,Customer_053,Office Chair,Furniture,-500.0,1.0,0.0,7357.18,2025-11-27,Hyderabad,Debit Card,4
ORD1450,Customer_078,Laptop,Electronics,62177.41,5.0,10.0,279798.35,2025-03-10,Chennai,Debit Card,1
ORD1451,Customer_197,Coffee Maker,Home Appliances,3675.74,1.0,10.0,3308.17,2025-02-16,Nagpur,Cash,1
ORD1452,Customer_221,Jeans,Fashion,1953.83,3.0,15.0,4982.27,2025-09-05,Bengaluru,Net Banking,2
ORD1453,Customer_062,Mixer,Home Appliances,3428.62,1.0,0.0,3428.62,2025-06-06,Mumbai,UPI,2
ORD1454,Customer_197,Mouse,Accessories,912.9,4.0,5.0,3469.02,2025-03-23,Mumbai,Cash,1
ORD1455,Customer_131,Laptop,Electronics,52467.65,4.0,0.0,209870.6,2025-09-23,Mumbai,UPI,3
ORD1456,Customer_154,Smartphone,Electronics,26214.68,2.0,10.0,47186.42,2025-10-22,Delhi,Net Banking,4
ORD1457,Customer_084,Shoes,Fashion,3133.16,4.0,10.0,11279.38,2025-11-18,Chennai,Net Banking,2
ORD1458,Customer_225,Mouse,Accessories,1025.55,3.0,10.0,2768.98,18-12-2025,Chennai,UPI,3
ORD1459,Customer_065,Smartwatch,Electronics,6011.57,2.0,15.0,10219.67,03/24/2025,Mumbai,UPI,2
ORD1460,Customer_123,Keyboard,Accessories,2040.16,3.0,15.0,5202.41,2025-09-05,Chennai,Cash,2
ORD1461,Customer_045,Coffee Maker,Home Appliances,4426.94,,10.0,15936.98,2025-03-09,Nagpur,UPI,1
ORD1462,Customer_237,Smartwatch,Electronics,7357.32,,5.0,13978.91,2025-02-15,Mumbai,UPI,2
